,0
C11-e003Coalescence-mBHI-p3,4.0
D11-e003Coalescence-mBHI-p5,5.0
F3-e004Assembly-epsilon-p3,11.0
H9-e003Coalescence-mGAM-p3_S190,45.0
e004-inoculumn-fecal-BD,5.0
H111-e003Coalescence-mGAM-p3_S192,485.0
H8-e003Coalescence-mBHI-p5_S41,5.0
G111-e003Coalescence-mGAM-p3_S180,240.0
H2-e003Coalescence-mGAM-p3_S93,5.0
C3-e004Assembly-mBHI-p5,4.0
Coalescence-F8-H10-AE-AF-mGAM-mGAM-3_S687,7.0
Coalescence-B6-E11-AA-AF-mGAM-mGAM-7_S637,497.0
Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,5.0
D3-e003Coalescence-Inoculumn-mBHI,5.0
D11-e003Coalescence-mGAM-p5,509.0
A11-e003Coalescence-mGAM-p7,228.0
B11-e003Coalescence-mGAM-p3,850.0
Coalescence-F1-D8-AA-AF-mGAM-mGAM-3_S680,412.0
B5-e003Assembly-mBHI-p5,4.0
Coalescence-E8-D11-AF-AF-mGAM-mBHI-3_S675,70.0
D8-e003Coalescence-mBHI-p3,8.0
D11-e003Coalescence-mGAM-p1_S779,449.0
F5-e003Coalescence-mGAM-p5_S64,5.0
D8-e003Coalescence-mGAM-p5,419.0
A12-e003Coalescence-mGAM-p3,179.0
H9-e003Coalescence-mGAM-p1_S827,218.0
D8-e003Coalescence-mBHI-p1_S751,7.0
D9-e003Coalescence-mGAM-p7,353.0
B5-e003Coalescence-Inoculumn-mGAM,92.0
H111-e003Coalescence-mGAM-p5_S92,459.0
D8-e003Coalescence-mGAM-p7,1038.0
D9-e003Coalescence-mGAM-p5,503.0
D10-e003Coalescence-mGAM-p5,210.0
B11-e003Assembly-mGAM-p5,66.0
F5-e003Coalescence-mGAM-p7_S160,4.0
H3-e003Coalescence-mGAM-p3_S94,4.0
D11-e003Coalescence-mBHI-p1_S775,10.0
G3-e004Assembly-epsilon-p7,11.0
C3-e004Assembly-mBHI-p7,18.0
H10-e003Coalescence-mBHI-p1_S831,8.0
B5-e003Coalescence-mGAM-p5,4.0
B5-e003Coalescence-Inoculumn-mBHI,4.0
G3-e004Assembly-epsilon-p3,13.0
C11-e003Coalescence-mBHI-p1_S774,4.0
D8-e003Coalescence-mBHI-p5,10.0
H100-e003Coalescence-mGAM-p7_S187,71.0
H3-e003Coalescence-mGAM-p5_S86,4.0
H2-e003Coalescence-mGAM-p1_S787,5.0
D5-e003Coalescence-Inoculumn-mGAM,298.0
C5-e003Coalescence-mBHI-inoculumn-redo,4.0
H111-e003Coalescence-mBHI-p3_S144,40.0
BF-Fecal,17.0
AM-Fecal,100.0
H8-e003Coalescence-mBHI-p1_S815,15.0
H11-e003Coalescence-mBHI-p1_S839,47.0
H9-e003Coalescence-mGAM-p5_S90,102.0
G11-e003Coalescence-mBHI-p1_S838,4.0
B11-e003Coalescence-mBHI-p1_S773,6.0
D5-e003Coalescence-mGAM-p1_S747,10.0
G111-e003Coalescence-mGAM-p5_S80,253.0
B12-e003Coalescence-mGAM-p3,127.0
E111-e003Coalescence-mBHI-p7_S104,50.0
Coalescence-F3-E11-AA-AF-mGAM-mGAM-3_S682,1154.0
H8-e003Coalescence-mGAM-p7_S185,737.0
F11-e003Coalescence-mBHI-p1_S837,7.0
D5-e003Coalescence-Inoculumn-mBHI,7.0
C11-e003Coalescence-mGAM-p5,223.0
H11-e003Coalescence-mGAM-p1_S843,215.0
H100-e003Coalescence-mGAM-p5_S91,79.0
E11-e003Coalescence-mBHI-p1_S836,32.0
BG-Fecal,4.0
F111-e003Coalescence-mGAM-p7_S164,169.0
D9-e003Coalescence-mGAM-p3,391.0
H5-e003Coalescence-mGAM-p1_S811,12.0
D3-e003Coalescence-mGAM-p5,5.0
E111-e003Coalescence-mGAM-p5_S56,329.0
A5-e003Coalescence-mBHI-inoculumn-redo,4.0
B11-e003Assembly-mGAM-p3,11.0
E111-e003Coalescence-mGAM-p7_S152,7.0
Coalescence-B5-D8-AA-AF-mGAM-mGAM-7_S636,621.0
F5-e003Coalescence-mGAM-p1_S809,6.0
F111-e003Coalescence-mGAM-p3_S168,174.0
C11-e003Coalescence-mGAM-p1_S778,18.0
B11-e003Coalescence-mGAM-p7,192.0
D4-e003Coalescence-Inoculumn-mBHI,5.0
D10-e003Coalescence-mGAM-p7,122.0
Coalescence-F10-H8-AA-AF-mGAM-mGAM-3_S689,1007.0
C12-e003Coalescence-mGAM-p3,122.0
C11-e003Coalescence-mGAM-p3,650.0
D2-e003Coalescence-mGAM-p1_S723,5.0
Coalescence-H9-C5-e003Coalescence-inoculumn-mBHI-0_S712,7.0
H111-e003Coalescence-mBHI-p5_S44,5.0
D10-e003Coalescence-mGAM-p3,370.0
D4-e003Coalescence-mGAM-p1_S739,4.0
A11-e003Coalescence-mBHI-p1_S772,12.0
Coalescence-B12-H5-AF-AF-mBHI-mGAM-7_S643,6.0
D11-e003Coalescence-mGAM-p7,373.0
D5-e003Coalescence-mGAM-p3,4.0
H8-e003Coalescence-mGAM-p1_S819,257.0
D10-e003Coalescence-mGAM-p1_S771,196.0
H9-e003Coalescence-mBHI-p1_S823,12.0
B11-e003GlycerolRevival-mGAM-p2,69.0
Coalescence-C7-A5-AA-AF-mBHI-mBHI-5_S650,5.0
G11-e003Coalescence-mGAM-p1_S842,95.0
H3-e003Coalescence-mGAM-p7_S182,4.0
H10-e003Coalescence-mGAM-p1_S835,119.0
D12-e003Coalescence-mBHI-p3,4.0
D3-e003Coalescence-mGAM-p1_S731,5.0
F111-e003Coalescence-mGAM-p5_S68,178.0
C11-e003Coalescence-mGAM-p7,171.0
H9-e003Coalescence-mGAM-p7_S186,186.0
Coalescence-H5-A5-e003Coalescence-inoculumn-mBHI-0_S708,5.0
C11-e003Assembly-mGAM-p5,4.0
D9-e003Coalescence-mGAM-p1_S763,197.0
C11-e003GlycerolRevival-mGAM-p2,4.0
A11-e003Coalescence-mBHI-p5,4.0
H111-e003Coalescence-mGAM-p7_S188,498.0
A5-e003Coalescence-Inoculumn-mGAM,119.0
D4-e003Coalescence-Inoculumn-mGAM,36.0
Coalescence-A12-D11-AF-AF-mGAM-mBHI-7_S631,9.0
H8-e003Coalescence-mGAM-p5_S89,389.0
e004-inoculumn-fecal-AR,94.0
B5-e003Coalescence-mGAM-p3,4.0
F5-e003Coalescence-mGAM-p3_S72,5.0
Coalescence-C12-B11-ACPP-AF-mGAM-mGAM-5_S655,995.0
G111-e003Coalescence-mGAM-p7_S176,9.0
Assembly-G10-D5-AF-mBHI-3_S701,4.0
E111-e003Coalescence-mBHI-p5_S8,7.0
D8-e003Coalescence-mGAM-p3,346.0
F3-e004Assembly-epsilon-p5,7.0
F11-e003Coalescence-mGAM-p1_S841,95.0
Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,4.0
E5-e003Coalescence-mGAM-p1_S808,4.0
D2-e003Coalescence-Inoculumn-mGAM,112.0
D8-e003Coalescence-mGAM-p1_S755,302.0
B5-e003Coalescence-mGAM-p1_S745,4.0
D3-e003Coalescence-Inoculumn-mGAM,187.0
Coalescence-C3-A11-AA-AF-mGAM-mGAM-5_S646,880.0
C5-e003Coalescence-Inoculumn-mGAM,173.0
G3-e004Assembly-epsilon-p5,10.0
BC-Fecal,13.0
Coalescence-B3-x-7_S634,5.0
e003-inoculumn-fecal-AF,12.0
A11-e003Coalescence-mBHI-p3,17.0
E11-e003Coalescence-mGAM-p1_S840,380.0
A11-e003Coalescence-mGAM-p1_S776,75.0
F3-e004Assembly-epsilon-p7,17.0
A11-e003Coalescence-mGAM-p3,565.0
E111-e003Coalescence-mBHI-p3_S108,5.0
D9-e003Coalescence-mBHI-p1_S759,6.0
