,A2-e003Coalescence-Inoculumn-mGAM,B3-e003Coalescence-Inoculumn-mGAM
A3-e003Coalescence-Inoculumn-mGAM,0.00011818002757533977,
A9-e003Coalescence-mBHI-p3,0.16009454402206028,
A9-e003Coalescence-mBHI-p7,0.16529446523537522,
A9-e003Coalescence-mGAM-p5,0.9764427811699823,
A9-e003Coalescence-mGAM-p7,0.5289738034272208,
B2-e003Coalescence-Inoculumn-mGAM,0.0,
B8-e003Coalescence-mGAM-p5,0.9591884971439827,
B8-e003Coalescence-mGAM-p7,0.9892850108331692,
E9-e003Coalescence-mGAM-p3_S154,0.007405948394721292,
E9-e003Coalescence-mGAM-p5_S54,0.5374827654126453,
F8-e003Coalescence-mGAM-p5_S65,0.5639944849320465,
F8-e003Coalescence-mGAM-p7_S161,0.5502068150482569,
A3-e003Coalescence-Inoculumn-mGAM,,0.519916142557652
A9-e003Coalescence-mBHI-p3,,0.13696715583508037
A9-e003Coalescence-mBHI-p7,,0.09993011879804332
A9-e003Coalescence-mGAM-p5,,0.0
A9-e003Coalescence-mGAM-p7,,0.0
B2-e003Coalescence-Inoculumn-mGAM,,0.19077568134171907
B8-e003Coalescence-mGAM-p5,,0.0
B8-e003Coalescence-mGAM-p7,,0.0
E9-e003Coalescence-mGAM-p3_S154,,0.3843466107617051
E9-e003Coalescence-mGAM-p5_S54,,0.0
F8-e003Coalescence-mGAM-p5_S65,,0.0
F8-e003Coalescence-mGAM-p7_S161,,0.0
