,sample,boot_med,boot_low,boot_high,actual_med
0,A_H10_D3_ACPP_AF_mBHI_mGAM_4_S94,0.649,0.644,0.655,0.649
1,B5-e003Coalescence-Inoculumn-mBHI,0.524,0.5194875000000001,0.529,0.524
2,B5-e003Coalescence-mBHI-p1_S741,0.786,0.769,0.8,0.786
3,B5-e003Coalescence-mBHI-p3,0.05450584977632298,0.04776335732760404,0.061273687382136635,0.05450584977632298
4,B5-e003Coalescence-mGAM-p1_S745,0.906,0.904,0.908,0.906
5,B5-e003Coalescence-mGAM-p3,0.844,0.839,0.85,0.844
6,B5-e003Coalescence-mGAM-p5,0.522,0.5,0.529,0.522
7,B5-e003Coalescence-mGAM-p7,0.619,0.611,0.625,0.619
8,B_D2_H3_ACPP_AF_mBHI_mBHI_2_S134,0.353,0.333,0.364,0.353
9,B_H2_H3_ACPP_AF_mBHI_mGAM_2_S182,0.647,0.642,0.654,0.647
10,Coalescence-B4-D3-ACPP-AF-mBHI-mGAM-7_S635,0.333,0.33299999999999996,0.342,0.333
11,Coalescence-E11-D3-ACPP-AF-mBHI-mBHI-3_S678,0.308,0.30000000000000004,0.316,0.308
12,D3-e003Coalescence-Inoculumn-mBHI,0.513,0.508,0.5175125,0.513
13,D3-e003Coalescence-mBHI-p1_S727,0.765,0.75,0.769,0.765
14,D3-e003Coalescence-mGAM-p1_S731,0.899,0.897,0.901,0.899
15,D3-e003Coalescence-mGAM-p3,0.19999999999999996,0.188,0.207,0.19999999999999996
16,D3-e003Coalescence-mGAM-p5,0.273,0.267,0.28,0.273
17,F5-e003Coalescence-mBHI-p1_S805,0.9321735750131765,0.8,0.936110214031932,0.932324975496298
18,F5-e003Coalescence-mGAM-p1_S809,0.896,0.893,0.897,0.896
19,F5-e003Coalescence-mGAM-p3_S72,0.667,0.66,0.676,0.667
20,F5-e003Coalescence-mGAM-p5_S64,0.769,0.762,0.778,0.769
21,F5-e003Coalescence-mGAM-p7_S160,0.65,0.644,0.655,0.65
22,H3-e003Coalescence-mBHI-p1_S791,0.9553528788437281,0.9528498601455893,0.9578117905731939,0.9554390931830163
23,H3-e003Coalescence-mBHI-p3_S46,0.08975038458217938,0.08108625876911624,0.09888972989493777,0.08975038458217938
24,H3-e003Coalescence-mGAM-p1_S795,0.9860913504830937,0.9847214869078913,0.9873693464429096,0.9860913504830937
25,H3-e003Coalescence-mGAM-p3_S94,0.9621242047752151,0.9601648643307019,0.9641009159239372,0.9621815058983365
26,H3-e003Coalescence-mGAM-p5_S86,0.567,0.56,0.571,0.567
27,H3-e003Coalescence-mGAM-p7_S182,0.424,0.417,0.42900000000000005,0.424
